Bin , nEvents , Efficiencies
150,80,0.0016
160,97,0.00194
170,116,0.00232
180,104,0.00208
190,114,0.00228
200,288,0.00576
220,276,0.00552
240,341,0.00682
260,318,0.00636
280,345,0.0069
300,361,0.00722
320,377,0.00754
340,394,0.00788
360,421,0.00842
380,450,0.009
400,439,0.00878
420,425,0.0085
440,462,0.00924
460,464,0.00928
480,439,0.00878
500,456,0.00912
520,508,0.01016
540,443,0.00886
560,444,0.00888
580,489,0.00978
600,685,0.0137
630,657,0.01314
660,639,0.01278
690,595,0.0119
720,630,0.0126
750,564,0.01128
780,591,0.01182
810,513,0.01026
840,533,0.01066
870,497,0.00994
900,761,0.01522
950,772,0.01544
1000,645,0.0129
1050,643,0.01286
1100,549,0.01098
1150,507,0.01014
1200,462,0.00924
1250,499,0.00998
1310,408,0.00816
1370,366,0.00732
1430,293,0.00586
1490,291,0.00582
1550,233,0.00466
1610,259,0.00518
1680,175,0.0035
1750,163,0.00326
1820,141,0.00282
1890,121,0.00242
1970,131,0.00262
2050,88,0.00176
