Bin , nEvents , Efficiencies
50,8,0.00032
100,5,0.0002
150,4,0.00016
200,3,0.00012
250,2,8e-05
300,3,0.00012
350,5,0.0002
400,5,0.0002
500,2,8e-05
600,43,0.00172
