bin_HH,nEvents,Efficiencies
50,412,0.000412
70,830,0.00083
80,1303,0.001303
90,1506,0.001506
100,2844,0.002844
120,1979,0.001979
140,1550,0.00155
160,1202,0.001202
180,1011,0.001011
200,810,0.00081
220,666,0.000666
240,634,0.000634
260,472,0.000472
280,441,0.000441
300,389,0.000389
320,303,0.000303
340,284,0.000284
360,426,0.000426
400,827,0.000827
500,491,0.000491
600,283,0.000283
700,176,0.000176
800,387,0.000387
