Bin , nEvents , Efficiencies
150,75,0.0015
200,101,0.00202
250,70,0.0014
300,45,0.0009
350,28,0.00056
400,17,0.00034
450,13,0.00026
500,24,0.00048
600,6,0.00012
700,8,0.00016
800,4,8e-05
900,0,0
1000,3,6e-05
1150,1,2e-05
