Bin , nEvents , Efficiencies
152.41,582,0.01164
165.05,647,0.01294
178.75,704,0.01408
193.57,843,0.01686
209.63,887,0.01774
227.02,968,0.01936
245.86,1049,0.02098
266.25,1071,0.02142
288.34,1150,0.023
312.26,1201,0.02402
338.16,1300,0.026
366.21,1250,0.025
396.59,1227,0.02454
429.49,1373,0.02746
465.12,1290,0.0258
503.71,1326,0.02652
545.49,1351,0.02702
590.74,1183,0.02366
639.75,1214,0.02428
692.82,1178,0.02356
750.29,1103,0.02206
812.54,1013,0.02026
879.94,984,0.01968
952.94,875,0.0175
1032,796,0.01592
1117.6,702,0.01404
1210.3,649,0.01298
1310.7,541,0.01082
1419.4,421,0.00842
1537.2,387,0.00774
1664.7,291,0.00582
1802.8,220,0.0044
1952.4,191,0.00382
2114.3,138,0.00276
2289.7,86,0.00172
2479.7,61,0.00122
