Bin , nEvents , Efficiencies
50,12,0.00024
70,28,0.00056
80,43,0.00086
90,74,0.00148
100,154,0.00308
120,101,0.00202
140,80,0.0016
160,45,0.0009
180,48,0.00096
200,47,0.00094
220,30,0.0006
240,28,0.00056
260,20,0.0004
280,18,0.00036
300,8,0.00016
320,14,0.00028
340,4,8e-05
360,18,0.00036
400,34,0.00068
500,35,0.0007
600,15,0.0003
700,10,0.0002
800,15,0.0003
