Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,1,4e-05
190,0,0
200,0,0
220,0,0
240,0,0
260,1,4e-05
280,1,4e-05
300,1,4e-05
320,0,0
340,0,0
360,0,0
380,2,8e-05
400,1,4e-05
420,0,0
440,2,8e-05
460,1,4e-05
480,0,0
500,1,4e-05
520,2,8e-05
540,1,4e-05
560,0,0
580,3,0.00012
600,4,0.00016
630,10,0.0004
660,4,0.00016
690,8,0.00032
720,6,0.00024
750,5,0.0002
780,13,0.00052
810,11,0.00044
840,13,0.00052
870,13,0.00052
900,33,0.00132
950,24,0.00096
1000,35,0.0014
1050,38,0.00152
1100,35,0.0014
1150,42,0.00168
1200,39,0.00156
1250,58,0.00232
1310,65,0.0026
1370,64,0.00256
1430,66,0.00264
1490,68,0.00272
1550,71,0.00284
1610,98,0.00392
1680,85,0.0034
1750,103,0.00412
1820,108,0.00432
1890,130,0.0052
1970,137,0.00548
2050,157,0.00628
