Bin , nEvents , Efficiencies
150,1166,0.02332
160,1043,0.02086
170,923,0.01846
180,786,0.01572
190,718,0.01436
200,1234,0.02468
220,985,0.0197
240,826,0.01652
260,655,0.0131
280,557,0.01114
300,456,0.00912
320,426,0.00852
340,345,0.0069
360,280,0.0056
380,234,0.00468
400,191,0.00382
420,198,0.00396
440,170,0.0034
460,165,0.0033
480,138,0.00276
500,101,0.00202
520,99,0.00198
540,83,0.00166
560,69,0.00138
580,65,0.0013
600,92,0.00184
630,86,0.00172
660,80,0.0016
690,52,0.00104
720,38,0.00076
750,51,0.00102
780,36,0.00072
810,36,0.00072
840,33,0.00066
870,30,0.0006
900,34,0.00068
950,31,0.00062
1000,29,0.00058
1050,25,0.0005
1100,13,0.00026
1150,14,0.00028
1200,8,0.00016
1250,12,0.00024
1310,13,0.00026
1370,6,0.00012
1430,12,0.00024
1490,5,0.0001
1550,6,0.00012
1610,1,2e-05
1680,2,4e-05
1750,4,8e-05
1820,1,2e-05
1890,1,2e-05
1970,2,4e-05
2050,1,2e-05
