Bin , nEvents , Efficiencies
150,1275,0.0255
160,1059,0.02118
170,870,0.0174
180,771,0.01542
190,713,0.01426
200,1181,0.02362
220,942,0.01884
240,755,0.0151
260,686,0.01372
280,536,0.01072
300,422,0.00844
320,392,0.00784
340,284,0.00568
360,279,0.00558
380,239,0.00478
400,211,0.00422
420,176,0.00352
440,166,0.00332
460,148,0.00296
480,129,0.00258
500,113,0.00226
520,97,0.00194
540,72,0.00144
560,71,0.00142
580,72,0.00144
600,99,0.00198
630,93,0.00186
660,67,0.00134
690,46,0.00092
720,48,0.00096
750,48,0.00096
780,40,0.0008
810,34,0.00068
840,29,0.00058
870,30,0.0006
900,42,0.00084
950,31,0.00062
1000,29,0.00058
1050,19,0.00038
1100,19,0.00038
1150,22,0.00044
1200,5,0.0001
1250,12,0.00024
1310,9,0.00018
1370,13,0.00026
1430,4,8e-05
1490,7,0.00014
1550,1,2e-05
1610,3,6e-05
1680,0,0.0
1750,6,0.00012
1820,0,0.0
1890,3,6e-05
1970,1,2e-05
2050,3,6e-05
