bin_HH,nEvents,Efficiencies
50,2,4e-05
100,3,6e-05
150,3,6e-05
200,2,4e-05
250,2,4e-05
300,5,0.0001
350,1,2e-05
400,1,2e-05
500,0,0.0
600,12,0.00024
