bin_HH,nEvents,Efficiencies
150,42,0.00084
200,114,0.00228
250,107,0.00214
300,126,0.00252
350,150,0.003
400,142,0.00284
450,135,0.0027
500,204,0.00408
600,168,0.00336
700,157,0.00314
800,110,0.0022
900,76,0.00152
1000,109,0.00218
1150,166,0.00332
