bin_HH,nEvents,Efficiencies
50,1,2e-05
70,6,0.00012
80,18,0.00036
90,5,0.0001
100,25,0.0005
120,34,0.00068
140,23,0.00046
160,27,0.00054
180,42,0.00084
200,38,0.00076
220,25,0.0005
240,37,0.00074
260,39,0.00078
280,39,0.00078
300,37,0.00074
320,47,0.00094
340,37,0.00074
360,71,0.00142
400,144,0.00288
500,126,0.00252
600,89,0.00178
700,51,0.00102
800,191,0.00382
