Bin , nEvents , Efficiencies
152.41,131,0.00524
165.05,142,0.00568
178.75,148,0.00592
193.57,198,0.00792
209.63,225,0.009
227.02,244,0.00976
245.86,291,0.01164
266.25,334,0.01336
288.34,334,0.01336
312.26,359,0.01436
338.16,385,0.0154
366.21,436,0.01744
396.59,464,0.01856
429.49,530,0.0212
465.12,528,0.02112
503.71,569,0.02276
545.49,625,0.025
590.74,651,0.02604
639.75,657,0.02628
692.82,700,0.028
750.29,744,0.02976
812.54,714,0.02856
879.94,719,0.02876
952.94,730,0.0292
1032,773,0.03092
1117.6,724,0.02896
1210.3,710,0.0284
1310.7,705,0.0282
1419.4,660,0.0264
1537.2,607,0.02428
1664.7,574,0.02296
1802.8,476,0.01904
1952.4,415,0.0166
2114.3,351,0.01404
2289.7,266,0.01064
2479.7,216,0.00864
