Bin , nEvents , Efficiencies
152.41,0,0.0
165.05,2,4e-05
178.75,0,0.0
193.57,1,2e-05
209.63,0,0.0
227.02,0,0.0
245.86,0,0.0
266.25,0,0.0
288.34,1,2e-05
312.26,2,4e-05
338.16,2,4e-05
366.21,0,0.0
396.59,0,0.0
429.49,2,4e-05
465.12,0,0.0
503.71,0,0.0
545.49,10,0.0002
590.74,1,2e-05
639.75,2,4e-05
692.82,4,8e-05
750.29,5,0.0001
812.54,5,0.0001
879.94,12,0.00024
952.94,29,0.00058
1032,27,0.00054
1117.6,21,0.00042
1210.3,37,0.00074
1310.7,53,0.00106
1419.4,85,0.0017
1537.2,72,0.00144
1664.7,91,0.00182
1802.8,126,0.00252
1952.4,141,0.00282
2114.3,194,0.00388
2289.7,233,0.00466
2479.7,307,0.00614
