Bin , nEvents , Efficiencies
150,2,4e-05
160,4,8e-05
170,1,2e-05
180,4,8e-05
190,5,0.0001
200,8,0.00016
220,21,0.00042
240,31,0.00062
260,40,0.0008
280,46,0.00092
300,45,0.0009
320,48,0.00096
340,68,0.00136
360,65,0.0013
380,71,0.00142
400,73,0.00146
420,75,0.0015
440,93,0.00186
460,88,0.00176
480,113,0.00226
500,97,0.00194
520,120,0.0024
540,121,0.00242
560,124,0.00248
580,136,0.00272
600,216,0.00432
630,222,0.00444
660,240,0.0048
690,226,0.00452
720,222,0.00444
750,256,0.00512
780,277,0.00554
810,258,0.00516
840,251,0.00502
870,273,0.00546
900,495,0.0099
950,478,0.00956
1000,527,0.01054
1050,481,0.00962
1100,501,0.01002
1150,533,0.01066
1200,548,0.01096
1250,657,0.01314
1310,628,0.01256
1370,703,0.01406
1430,715,0.0143
1490,684,0.01368
1550,639,0.01278
1610,754,0.01508
1680,755,0.0151
1750,745,0.0149
1820,697,0.01394
1890,754,0.01508
1970,720,0.0144
2050,676,0.01352
