Bin , nEvents , Efficiencies
152.41,127,0.00508
165.05,196,0.00784
178.75,230,0.0092
193.57,226,0.00904
209.63,276,0.01104
227.02,298,0.01192
245.86,323,0.01292
266.25,371,0.01484
288.34,374,0.01496
312.26,460,0.0184
338.16,460,0.0184
366.21,518,0.02072
396.59,576,0.02304
429.49,587,0.02348
465.12,575,0.023
503.71,600,0.024
545.49,654,0.02616
590.74,675,0.027
639.75,697,0.02788
692.82,724,0.02896
750.29,699,0.02796
812.54,684,0.02736
879.94,749,0.02996
952.94,731,0.02924
1032,707,0.02828
1117.6,593,0.02372
1210.3,598,0.02392
1310.7,603,0.02412
1419.4,533,0.02132
1537.2,493,0.01972
1664.7,435,0.0174
1802.8,394,0.01576
1952.4,320,0.0128
2114.3,260,0.0104
2289.7,235,0.0094
2479.7,161,0.00644
