Bin , nEvents , Efficiencies
152.41,3,6e-05
165.05,17,0.00034
178.75,15,0.0003
193.57,22,0.00044
209.63,26,0.00052
227.02,26,0.00052
245.86,43,0.00086
266.25,46,0.00092
288.34,83,0.00166
312.26,110,0.0022
338.16,150,0.003
366.21,191,0.00382
396.59,230,0.0046
429.49,273,0.00546
465.12,326,0.00652
503.71,429,0.00858
545.49,444,0.00888
590.74,568,0.01136
639.75,605,0.0121
692.82,667,0.01334
750.29,834,0.01668
812.54,962,0.01924
879.94,1022,0.02044
952.94,1191,0.02382
1032,1421,0.02842
1117.6,1505,0.0301
1210.3,1671,0.03342
1310.7,1800,0.036
1419.4,1892,0.03784
1537.2,1890,0.0378
1664.7,2076,0.04152
1802.8,2160,0.0432
1952.4,2035,0.0407
2114.3,1924,0.03848
2289.7,1793,0.03586
2479.7,1615,0.0323
