Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,3,6e-05
178.75,9,0.00018
193.57,4,8e-05
209.63,15,0.0003
227.02,13,0.00026
245.86,23,0.00046
266.25,29,0.00058
288.34,40,0.0008
312.26,44,0.00088
338.16,76,0.00152
366.21,102,0.00204
396.59,138,0.00276
429.49,177,0.00354
465.12,224,0.00448
503.71,224,0.00448
545.49,275,0.0055
590.74,341,0.00682
639.75,423,0.00846
692.82,489,0.00978
750.29,545,0.0109
812.54,621,0.01242
879.94,748,0.01496
952.94,935,0.0187
1032,1033,0.02066
1117.6,1089,0.02178
1210.3,1284,0.02568
1310.7,1445,0.0289
1419.4,1549,0.03098
1537.2,1642,0.03284
1664.7,1787,0.03574
1802.8,1825,0.0365
1952.4,1909,0.03818
2114.3,1866,0.03732
2289.7,1816,0.03632
2479.7,1830,0.0366
