Bin , nEvents , Efficiencies
150,1669,0.001669
200,2704,0.002704
250,2128,0.002128
300,1602,0.001602
350,1206,0.001206
400,896,0.000896
450,716,0.000716
500,941,0.000941
600,600,0.0006
700,407,0.000407
800,274,0.000274
900,164,0.000164
1000,175,0.000175
1150,186,0.000186
