Bin , nEvents , Efficiencies
152.41,1944,0.03888
165.05,1855,0.0371
178.75,1688,0.03376
193.57,1568,0.03136
209.63,1447,0.02894
227.02,1361,0.02722
245.86,1190,0.0238
266.25,1077,0.02154
288.34,948,0.01896
312.26,833,0.01666
338.16,750,0.015
366.21,587,0.01174
396.59,566,0.01132
429.49,455,0.0091
465.12,419,0.00838
503.71,312,0.00624
545.49,279,0.00558
590.74,215,0.0043
639.75,193,0.00386
692.82,138,0.00276
750.29,122,0.00244
812.54,75,0.0015
879.94,76,0.00152
952.94,47,0.00094
1032,39,0.00078
1117.6,24,0.00048
1210.3,26,0.00052
1310.7,9,0.00018
1419.4,11,0.00022
1537.2,9,0.00018
1664.7,5,0.0001
1802.8,1,2e-05
1952.4,1,2e-05
2114.3,1,2e-05
2289.7,2,4e-05
2479.7,0,0
