Bin , nEvents , Efficiencies
50,9,0.00036
70,17,0.00068
80,34,0.00136
90,35,0.0014
100,65,0.0026
120,43,0.00172
140,39,0.00156
160,29,0.00116
180,24,0.00096
200,21,0.00084
220,13,0.00052
240,23,0.00092
260,8,0.00032
280,10,0.0004
300,7,0.00028
320,9,0.00036
340,8,0.00032
360,11,0.00044
400,22,0.00088
500,9,0.00036
600,9,0.00036
700,2,8e-05
800,11,0.00044
