Bin , nEvents , Efficiencies
152.41,134,0.00536
165.05,176,0.00704
178.75,225,0.009
193.57,231,0.00924
209.63,231,0.00924
227.02,275,0.011
245.86,326,0.01304
266.25,353,0.01412
288.34,371,0.01484
312.26,412,0.01648
338.16,472,0.01888
366.21,458,0.01832
396.59,489,0.01956
429.49,476,0.01904
465.12,589,0.02356
503.71,577,0.02308
545.49,661,0.02644
590.74,654,0.02616
639.75,635,0.0254
692.82,673,0.02692
750.29,720,0.0288
812.54,696,0.02784
879.94,677,0.02708
952.94,677,0.02708
1032,677,0.02708
1117.6,660,0.0264
1210.3,661,0.02644
1310.7,618,0.02472
1419.4,558,0.02232
1537.2,525,0.021
1664.7,507,0.02028
1802.8,477,0.01908
1952.4,431,0.01724
2114.3,317,0.01268
2289.7,251,0.01004
2479.7,221,0.00884
