Bin , nEvents , Efficiencies
150,1,4e-05
160,1,4e-05
170,3,0.00012
180,5,0.0002
190,3,0.00012
200,3,0.00012
220,9,0.00036
240,10,0.0004
260,11,0.00044
280,12,0.00048
300,22,0.00088
320,21,0.00084
340,23,0.00092
360,25,0.001
380,31,0.00124
400,32,0.00128
420,26,0.00104
440,32,0.00128
460,31,0.00124
480,24,0.00096
500,42,0.00168
520,42,0.00168
540,30,0.0012
560,48,0.00192
580,57,0.00228
600,76,0.00304
630,82,0.00328
660,80,0.0032
690,79,0.00316
720,97,0.00388
750,102,0.00408
780,95,0.0038
810,110,0.0044
840,105,0.0042
870,98,0.00392
900,166,0.00664
950,183,0.00732
1000,186,0.00744
1050,177,0.00708
1100,194,0.00776
1150,215,0.0086
1200,193,0.00772
1250,245,0.0098
1310,241,0.00964
1370,281,0.01124
1430,248,0.00992
1490,254,0.01016
1550,258,0.01032
1610,283,0.01132
1680,316,0.01264
1750,284,0.01136
1820,312,0.01248
1890,323,0.01292
1970,319,0.01276
2050,311,0.01244
