Bin , nEvents , Efficiencies
50,2,4e-05
100,1,2e-05
150,3,6e-05
200,3,6e-05
250,4,8e-05
300,3,6e-05
350,1,2e-05
400,8,0.00016
500,4,8e-05
600,40,0.0008
