Bin , nEvents , Efficiencies
150,0,0
160,3,6e-05
170,0,0
180,1,2e-05
190,1,2e-05
200,5,0.0001
220,4,8e-05
240,2,4e-05
260,6,0.00012
280,2,4e-05
300,5,0.0001
320,7,0.00014
340,9,0.00018
360,9,0.00018
380,20,0.0004
400,18,0.00036
420,20,0.0004
440,20,0.0004
460,28,0.00056
480,29,0.00058
500,41,0.00082
520,49,0.00098
540,40,0.0008
560,60,0.0012
580,50,0.001
600,89,0.00178
630,96,0.00192
660,92,0.00184
690,105,0.0021
720,128,0.00256
750,120,0.0024
780,137,0.00274
810,104,0.00208
840,122,0.00244
870,121,0.00242
900,239,0.00478
950,215,0.0043
1000,239,0.00478
1050,272,0.00544
1100,289,0.00578
1150,297,0.00594
1200,275,0.0055
1250,389,0.00778
1310,356,0.00712
1370,411,0.00822
1430,412,0.00824
1490,424,0.00848
1550,456,0.00912
1610,543,0.01086
1680,529,0.01058
1750,559,0.01118
1820,585,0.0117
1890,675,0.0135
1970,601,0.01202
2050,642,0.01284
