Bin , nEvents , Efficiencies
50,2,8e-05
70,7,0.00028
80,11,0.00044
90,11,0.00044
100,39,0.00156
120,26,0.00104
140,22,0.00088
160,21,0.00084
180,23,0.00092
200,27,0.00108
220,29,0.00116
240,24,0.00096
260,16,0.00064
280,15,0.0006
300,14,0.00056
320,25,0.001
340,15,0.0006
360,24,0.00096
400,60,0.0024
500,36,0.00144
600,33,0.00132
700,23,0.00092
800,57,0.00228
