Bin , nEvents , Efficiencies
152.41,208,0.00416
165.05,234,0.00468
178.75,314,0.00628
193.57,355,0.0071
209.63,431,0.00862
227.02,524,0.01048
245.86,544,0.01088
266.25,616,0.01232
288.34,714,0.01428
312.26,775,0.0155
338.16,820,0.0164
366.21,917,0.01834
396.59,984,0.01968
429.49,1048,0.02096
465.12,1210,0.0242
503.71,1269,0.02538
545.49,1310,0.0262
590.74,1388,0.02776
639.75,1436,0.02872
692.82,1606,0.03212
750.29,1558,0.03116
812.54,1588,0.03176
879.94,1613,0.03226
952.94,1541,0.03082
1032,1539,0.03078
1117.6,1513,0.03026
1210.3,1449,0.02898
1310.7,1398,0.02796
1419.4,1272,0.02544
1537.2,1189,0.02378
1664.7,1016,0.02032
1802.8,884,0.01768
1952.4,734,0.01468
2114.3,558,0.01116
2289.7,418,0.00836
2479.7,353,0.00706
