Bin , nEvents , Efficiencies
152.41,1634,0.03268
165.05,1707,0.03414
178.75,1713,0.03426
193.57,1624,0.03248
209.63,1537,0.03074
227.02,1520,0.0304
245.86,1389,0.02778
266.25,1395,0.0279
288.34,1277,0.02554
312.26,1188,0.02376
338.16,1146,0.02292
366.21,1083,0.02166
396.59,953,0.01906
429.49,831,0.01662
465.12,788,0.01576
503.71,683,0.01366
545.49,608,0.01216
590.74,522,0.01044
639.75,435,0.0087
692.82,396,0.00792
750.29,331,0.00662
812.54,271,0.00542
879.94,209,0.00418
952.94,182,0.00364
1032,143,0.00286
1117.6,96,0.00192
1210.3,86,0.00172
1310.7,48,0.00096
1419.4,32,0.00064
1537.2,29,0.00058
1664.7,24,0.00048
1802.8,17,0.00034
1952.4,10,0.0002
2114.3,7,0.00014
2289.7,6,0.00012
2479.7,2,4e-05
