Bin , nEvents , Efficiencies
150,108,0.00216
160,126,0.00252
170,122,0.00244
180,136,0.00272
190,149,0.00298
200,319,0.00638
220,331,0.00662
240,399,0.00798
260,413,0.00826
280,420,0.0084
300,464,0.00928
320,456,0.00912
340,494,0.00988
360,505,0.0101
380,514,0.01028
400,554,0.01108
420,542,0.01084
440,546,0.01092
460,522,0.01044
480,552,0.01104
500,586,0.01172
520,583,0.01166
540,531,0.01062
560,530,0.0106
580,545,0.0109
600,799,0.01598
630,767,0.01534
660,730,0.0146
690,663,0.01326
720,609,0.01218
750,613,0.01226
780,598,0.01196
810,550,0.011
840,534,0.01068
870,511,0.01022
900,713,0.01426
950,625,0.0125
1000,541,0.01082
1050,480,0.0096
1100,420,0.0084
1150,378,0.00756
1200,344,0.00688
1250,315,0.0063
1310,249,0.00498
1370,225,0.0045
1430,191,0.00382
1490,134,0.00268
1550,118,0.00236
1610,126,0.00252
1680,109,0.00218
1750,74,0.00148
1820,74,0.00148
1890,45,0.0009
1970,50,0.001
2050,42,0.00084
