Bin , nEvents , Efficiencies
50,6,0.00024
70,6,0.00024
80,11,0.00044
90,9,0.00036
100,24,0.00096
120,18,0.00072
140,20,0.0008
160,19,0.00076
180,17,0.00068
200,22,0.00088
220,13,0.00052
240,11,0.00044
260,18,0.00072
280,15,0.0006
300,14,0.00056
320,10,0.0004
340,9,0.00036
360,18,0.00072
400,45,0.0018
500,25,0.001
600,18,0.00072
700,15,0.0006
800,36,0.00144
