Bin , nEvents , Efficiencies
150,135,0.0027
160,153,0.00306
170,137,0.00274
180,174,0.00348
190,155,0.0031
200,366,0.00732
220,370,0.0074
240,421,0.00842
260,440,0.0088
280,445,0.0089
300,442,0.00884
320,366,0.00732
340,405,0.0081
360,426,0.00852
380,414,0.00828
400,422,0.00844
420,408,0.00816
440,436,0.00872
460,393,0.00786
480,427,0.00854
500,383,0.00766
520,380,0.0076
540,366,0.00732
560,407,0.00814
580,342,0.00684
600,533,0.01066
630,505,0.0101
660,523,0.01046
690,491,0.00982
720,474,0.00948
750,475,0.0095
780,401,0.00802
810,423,0.00846
840,431,0.00862
870,377,0.00754
900,629,0.01258
950,538,0.01076
1000,528,0.01056
1050,486,0.00972
1100,440,0.0088
1150,460,0.0092
1200,416,0.00832
1250,441,0.00882
1310,398,0.00796
1370,389,0.00778
1430,360,0.0072
1490,291,0.00582
1550,246,0.00492
1610,297,0.00594
1680,250,0.005
1750,230,0.0046
1820,212,0.00424
1890,220,0.0044
1970,187,0.00374
2050,168,0.00336
