Bin , nEvents , Efficiencies
150,169,0.00338
160,158,0.00316
170,177,0.00354
180,191,0.00382
190,203,0.00406
200,401,0.00802
220,417,0.00834
240,414,0.00828
260,444,0.00888
280,387,0.00774
300,447,0.00894
320,467,0.00934
340,424,0.00848
360,473,0.00946
380,436,0.00872
400,460,0.0092
420,459,0.00918
440,446,0.00892
460,419,0.00838
480,469,0.00938
500,411,0.00822
520,379,0.00758
540,406,0.00812
560,351,0.00702
580,374,0.00748
600,555,0.0111
630,553,0.01106
660,491,0.00982
690,476,0.00952
720,478,0.00956
750,466,0.00932
780,439,0.00878
810,467,0.00934
840,423,0.00846
870,338,0.00676
900,651,0.01302
950,609,0.01218
1000,522,0.01044
1050,483,0.00966
1100,437,0.00874
1150,431,0.00862
1200,392,0.00784
1250,376,0.00752
1310,383,0.00766
1370,350,0.007
1430,285,0.0057
1490,257,0.00514
1550,241,0.00482
1610,232,0.00464
1680,229,0.00458
1750,178,0.00356
1820,166,0.00332
1890,167,0.00334
1970,139,0.00278
2050,106,0.00212
