Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0.0
170,0,0.0
180,1,2e-05
190,0,0.0
200,1,2e-05
220,0,0.0
240,1,2e-05
260,0,0.0
280,0,0.0
300,3,6e-05
320,0,0.0
340,0,0.0
360,1,2e-05
380,0,0.0
400,2,4e-05
420,1,2e-05
440,3,6e-05
460,1,2e-05
480,2,4e-05
500,3,6e-05
520,4,8e-05
540,3,6e-05
560,7,0.00014
580,4,8e-05
600,10,0.0002
630,5,0.0001
660,6,0.00012
690,22,0.00044
720,13,0.00026
750,18,0.00036
780,17,0.00034
810,17,0.00034
840,20,0.0004
870,28,0.00056
900,56,0.00112
950,55,0.0011
1000,57,0.00114
1050,88,0.00176
1100,75,0.0015
1150,95,0.0019
1200,72,0.00144
1250,100,0.002
1310,117,0.00234
1370,116,0.00232
1430,105,0.0021
1490,121,0.00242
1550,120,0.0024
1610,154,0.00308
1680,195,0.0039
1750,202,0.00404
1820,219,0.00438
1890,252,0.00504
1970,255,0.0051
2050,266,0.00532
