Bin , nEvents , Efficiencies
150,0,0.0
160,0,0.0
170,0,0.0
180,0,0.0
190,2,4e-05
200,0,0.0
220,0,0.0
240,0,0.0
260,2,4e-05
280,0,0.0
300,0,0.0
320,0,0.0
340,0,0.0
360,0,0.0
380,0,0.0
400,13,0.00026
420,0,0.0
440,0,0.0
460,0,0.0
480,0,0.0
500,4,8e-05
520,0,0.0
540,0,0.0
560,0,0.0
580,0,0.0
600,0,0.0
630,1,2e-05
660,6,0.00012
690,0,0.0
720,24,0.00048
750,0,0.0
780,0,0.0
810,0,0.0
840,0,0.0
870,0,0.0
900,70,0.0014
950,0,0.0
1000,0,0.0
1050,0,0.0
1100,0,0.0
1150,0,0.0
1200,0,0.0
1250,0,0.0
1310,0,0.0
1370,45,0.0009
1430,0,0.0
1490,73,0.00146
1550,0,0.0
1610,50,0.001
1680,0,0.0
1750,69,0.00138
1820,33,0.00066
1890,0,0.0
1970,0,0.0
2050,27,0.00054
