Bin , nEvents , Efficiencies
150,0,0
160,1,4e-05
170,2,8e-05
180,0,0
190,1,4e-05
200,3,0.00012
220,7,0.00028
240,6,0.00024
260,9,0.00036
280,3,0.00012
300,12,0.00048
320,19,0.00076
340,15,0.0006
360,12,0.00048
380,26,0.00104
400,14,0.00056
420,31,0.00124
440,39,0.00156
460,35,0.0014
480,31,0.00124
500,40,0.0016
520,50,0.002
540,35,0.0014
560,51,0.00204
580,49,0.00196
600,83,0.00332
630,67,0.00268
660,80,0.0032
690,98,0.00392
720,105,0.0042
750,116,0.00464
780,113,0.00452
810,103,0.00412
840,90,0.0036
870,125,0.005
900,206,0.00824
950,200,0.008
1000,200,0.008
1050,168,0.00672
1100,195,0.0078
1150,221,0.00884
1200,203,0.00812
1250,276,0.01104
1310,260,0.0104
1370,274,0.01096
1430,254,0.01016
1490,242,0.00968
1550,283,0.01132
1610,313,0.01252
1680,327,0.01308
1750,304,0.01216
1820,300,0.012
1890,343,0.01372
1970,354,0.01416
2050,356,0.01424
