Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,0,0
193.57,1,2e-05
209.63,0,0
227.02,0,0
245.86,1,2e-05
266.25,2,4e-05
288.34,2,4e-05
312.26,2,4e-05
338.16,3,6e-05
366.21,4,8e-05
396.59,2,4e-05
429.49,5,0.0001
465.12,8,0.00016
503.71,15,0.0003
545.49,21,0.00042
590.74,20,0.0004
639.75,21,0.00042
692.82,34,0.00068
750.29,49,0.00098
812.54,66,0.00132
879.94,96,0.00192
952.94,102,0.00204
1032,121,0.00242
1117.6,138,0.00276
1210.3,172,0.00344
1310.7,198,0.00396
1419.4,276,0.00552
1537.2,320,0.0064
1664.7,404,0.00808
1802.8,519,0.01038
1952.4,623,0.01246
2114.3,730,0.0146
2289.7,896,0.01792
2479.7,1065,0.0213
