Bin , nEvents , Efficiencies
152.41,717,0.01434
165.05,869,0.01738
178.75,908,0.01816
193.57,1094,0.02188
209.63,1136,0.02272
227.02,1279,0.02558
245.86,1343,0.02686
266.25,1431,0.02862
288.34,1348,0.02696
312.26,1415,0.0283
338.16,1463,0.02926
366.21,1437,0.02874
396.59,1399,0.02798
429.49,1329,0.02658
465.12,1313,0.02626
503.71,1287,0.02574
545.49,1223,0.02446
590.74,1105,0.0221
639.75,976,0.01952
692.82,867,0.01734
750.29,756,0.01512
812.54,659,0.01318
879.94,529,0.01058
952.94,428,0.00856
1032,354,0.00708
1117.6,281,0.00562
1210.3,219,0.00438
1310.7,186,0.00372
1419.4,111,0.00222
1537.2,62,0.00124
1664.7,68,0.00136
1802.8,44,0.00088
1952.4,19,0.00038
2114.3,19,0.00038
2289.7,3,6e-05
2479.7,7,0.00014
