Bin , nEvents , Efficiencies
150,27,0.00108
200,79,0.00316
250,77,0.00308
300,76,0.00304
350,76,0.00304
400,66,0.00264
450,56,0.00224
500,87,0.00348
600,50,0.002
700,63,0.00252
800,41,0.00164
900,26,0.00104
1000,27,0.00108
1150,39,0.00156
