Mass,"Y10LL[1,1]","Y10LL[2,1]","Y10LL[3,1]","Y10RR[1,1]","Y10RR[2,1]","Y10RR[3,1]","Y10LL[1,2]","Y10LL[2,2]","Y10LL[3,2]","Y10RR[1,2]","Y10RR[2,2]","Y10RR[3,2]","Y10LL[1,3]","Y10LL[2,3]","Y10LL[3,3]","Y10RR[1,3]","Y10RR[2,3]","Y10RR[3,3]"
1000,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733,0.0043000733
1500,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964,0.000164290964
2000,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06,9.1023291E-06
2500,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07,5.75120578E-07
3000,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08,3.93235936E-08
