Bin , nEvents , Efficiencies
152.41,193,0.00772
165.05,207,0.00828
178.75,233,0.00932
193.57,244,0.00976
209.63,282,0.01128
227.02,292,0.01168
245.86,356,0.01424
266.25,371,0.01484
288.34,392,0.01568
312.26,383,0.01532
338.16,462,0.01848
366.21,457,0.01828
396.59,524,0.02096
429.49,555,0.0222
465.12,539,0.02156
503.71,599,0.02396
545.49,584,0.02336
590.74,613,0.02452
639.75,711,0.02844
692.82,693,0.02772
750.29,673,0.02692
812.54,675,0.027
879.94,726,0.02904
952.94,731,0.02924
1032,666,0.02664
1117.6,653,0.02612
1210.3,607,0.02428
1310.7,587,0.02348
1419.4,550,0.022
1537.2,529,0.02116
1664.7,464,0.01856
1802.8,399,0.01596
1952.4,350,0.014
2114.3,275,0.011
2289.7,242,0.00968
2479.7,191,0.00764
