Bin , nEvents , Efficiencies
150,175,0.0035
160,173,0.00346
170,196,0.00392
180,189,0.00378
190,190,0.0038
200,397,0.00794
220,455,0.0091
240,434,0.00868
260,496,0.00992
280,498,0.00996
300,475,0.0095
320,482,0.00964
340,477,0.00954
360,506,0.01012
380,504,0.01008
400,515,0.0103
420,459,0.00918
440,482,0.00964
460,475,0.0095
480,479,0.00958
500,492,0.00984
520,426,0.00852
540,429,0.00858
560,415,0.0083
580,454,0.00908
600,631,0.01262
630,583,0.01166
660,581,0.01162
690,528,0.01056
720,521,0.01042
750,493,0.00986
780,483,0.00966
810,457,0.00914
840,410,0.0082
870,396,0.00792
900,622,0.01244
950,598,0.01196
1000,511,0.01022
1050,472,0.00944
1100,449,0.00898
1150,386,0.00772
1200,337,0.00674
1250,378,0.00756
1310,328,0.00656
1370,309,0.00618
1430,223,0.00446
1490,193,0.00386
1550,199,0.00398
1610,193,0.00386
1680,150,0.003
1750,120,0.0024
1820,98,0.00196
1890,109,0.00218
1970,73,0.00146
2050,76,0.00152
