Bin , nEvents , Efficiencies
50,12,0.00024
70,32,0.00064
80,43,0.00086
90,64,0.00128
100,113,0.00226
120,102,0.00204
140,84,0.00168
160,60,0.0012
180,42,0.00084
200,23,0.00046
220,22,0.00044
240,22,0.00044
260,13,0.00026
280,10,0.0002
300,15,0.0003
320,9,0.00018
340,6,0.00012
360,2,4e-05
400,17,0.00034
500,14,0.00028
600,2,4e-05
700,4,8e-05
800,1,2e-05
