bin_HH,nEvents,Efficiencies
50,6,0.00012
100,5,0.0001
150,5,0.0001
200,4,8e-05
250,1,2e-05
300,0,0.0
350,2,4e-05
400,4,8e-05
500,13,0.00026
600,47,0.00094
