bin_HH,nEvents,Efficiencies
50,22,0.00044
70,8,0.00016
80,12,0.00024
90,12,0.00024
100,16,0.00032
120,14,0.00028
140,10,0.0002
160,16,0.00032
180,16,0.00032
200,18,0.00036
220,11,0.00022
240,16,0.00032
260,17,0.00034
280,14,0.00028
300,8,0.00016
320,11,0.00022
340,24,0.00048
360,22,0.00044
400,66,0.00132
500,65,0.0013
600,55,0.0011
700,59,0.00118
800,327,0.00654
