Bin , nEvents , Efficiencies
150,0,0
160,2,4e-05
170,3,6e-05
180,1,2e-05
190,2,4e-05
200,2,4e-05
220,4,8e-05
240,0,0
260,2,4e-05
280,3,6e-05
300,7,0.00014
320,1,2e-05
340,2,4e-05
360,11,0.00022
380,8,0.00016
400,10,0.0002
420,16,0.00032
440,16,0.00032
460,15,0.0003
480,19,0.00038
500,14,0.00028
520,25,0.0005
540,21,0.00042
560,35,0.0007
580,39,0.00078
600,59,0.00118
630,57,0.00114
660,64,0.00128
690,65,0.0013
720,72,0.00144
750,81,0.00162
780,94,0.00188
810,101,0.00202
840,106,0.00212
870,112,0.00224
900,184,0.00368
950,204,0.00408
1000,205,0.0041
1050,195,0.0039
1100,196,0.00392
1150,220,0.0044
1200,268,0.00536
1250,292,0.00584
1310,318,0.00636
1370,331,0.00662
1430,351,0.00702
1490,298,0.00596
1550,332,0.00664
1610,433,0.00866
1680,393,0.00786
1750,430,0.0086
1820,440,0.0088
1890,502,0.01004
1970,522,0.01044
2050,515,0.0103
