Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,0,0
280,0,0
300,0,0
320,1,4e-05
340,0,0
360,2,8e-05
380,0,0
400,2,8e-05
420,1,4e-05
440,2,8e-05
460,0,0
480,0,0
500,0,0
520,0,0
540,1,4e-05
560,0,0
580,0,0
600,0,0
630,3,0.00012
660,1,4e-05
690,0,0
720,2,8e-05
750,1,4e-05
780,0,0
810,0,0
840,1,4e-05
870,5,0.0002
900,5,0.0002
950,4,0.00016
1000,10,0.0004
1050,7,0.00028
1100,13,0.00052
1150,12,0.00048
1200,23,0.00092
1250,24,0.00096
1310,16,0.00064
1370,35,0.0014
1430,31,0.00124
1490,31,0.00124
1550,40,0.0016
1610,30,0.0012
1680,54,0.00216
1750,37,0.00148
1820,42,0.00168
1890,59,0.00236
1970,65,0.0026
2050,64,0.00256
