Bin , nEvents , Efficiencies
152.41,471,0.00942
165.05,533,0.01066
178.75,700,0.014
193.57,744,0.01488
209.63,830,0.0166
227.02,855,0.0171
245.86,966,0.01932
266.25,1003,0.02006
288.34,1015,0.0203
312.26,1121,0.02242
338.16,1168,0.02336
366.21,1198,0.02396
396.59,1199,0.02398
429.49,1194,0.02388
465.12,1225,0.0245
503.71,1208,0.02416
545.49,1250,0.025
590.74,1229,0.02458
639.75,1209,0.02418
692.82,1232,0.02464
750.29,1126,0.02252
812.54,1133,0.02266
879.94,1019,0.02038
952.94,1011,0.02022
1032,919,0.01838
1117.6,846,0.01692
1210.3,812,0.01624
1310.7,715,0.0143
1419.4,642,0.01284
1537.2,562,0.01124
1664.7,502,0.01004
1802.8,426,0.00852
1952.4,369,0.00738
2114.3,259,0.00518
2289.7,212,0.00424
2479.7,165,0.0033
