Bin , nEvents , Efficiencies
152.41,420,0.0084
165.05,542,0.01084
178.75,598,0.01196
193.57,672,0.01344
209.63,774,0.01548
227.02,897,0.01794
245.86,981,0.01962
266.25,1021,0.02042
288.34,1115,0.0223
312.26,1263,0.02526
338.16,1327,0.02654
366.21,1416,0.02832
396.59,1547,0.03094
429.49,1515,0.0303
465.12,1627,0.03254
503.71,1607,0.03214
545.49,1652,0.03304
590.74,1601,0.03202
639.75,1625,0.0325
692.82,1483,0.02966
750.29,1428,0.02856
812.54,1256,0.02512
879.94,1202,0.02404
952.94,1016,0.02032
1032,975,0.0195
1117.6,762,0.01524
1210.3,670,0.0134
1310.7,511,0.01022
1419.4,465,0.0093
1537.2,332,0.00664
1664.7,254,0.00508
1802.8,194,0.00388
1952.4,118,0.00236
2114.3,96,0.00192
2289.7,50,0.001
2479.7,29,0.00058
