Bin , nEvents , Efficiencies
150,64,0.00128
200,118,0.00236
250,67,0.00134
300,49,0.00098
350,34,0.00068
400,28,0.00056
450,18,0.00036
500,21,0.00042
600,7,0.00014
700,6,0.00012
800,1,2e-05
900,1,2e-05
1000,3,6e-05
1150,1,2e-05
