Bin , nEvents , Efficiencies
150,3,0.00012
160,2,8e-05
170,1,4e-05
180,5,0.0002
190,1,4e-05
200,7,0.00028
220,6,0.00024
240,12,0.00048
260,13,0.00052
280,11,0.00044
300,11,0.00044
320,19,0.00076
340,12,0.00048
360,21,0.00084
380,27,0.00108
400,43,0.00172
420,31,0.00124
440,41,0.00164
460,43,0.00172
480,47,0.00188
500,49,0.00196
520,65,0.0026
540,57,0.00228
560,59,0.00236
580,60,0.0024
600,100,0.004
630,123,0.00492
660,108,0.00432
690,116,0.00464
720,127,0.00508
750,117,0.00468
780,125,0.005
810,128,0.00512
840,138,0.00552
870,137,0.00548
900,223,0.00892
950,216,0.00864
1000,260,0.0104
1050,216,0.00864
1100,269,0.01076
1150,272,0.01088
1200,242,0.00968
1250,304,0.01216
1310,299,0.01196
1370,308,0.01232
1430,317,0.01268
1490,295,0.0118
1550,281,0.01124
1610,374,0.01496
1680,351,0.01404
1750,337,0.01348
1820,367,0.01468
1890,336,0.01344
1970,338,0.01352
2050,327,0.01308
