Bin , nEvents , Efficiencies
150,45,0.0018
200,73,0.00292
250,75,0.003
300,54,0.00216
350,30,0.0012
400,31,0.00124
450,22,0.00088
500,24,0.00096
600,19,0.00076
700,14,0.00056
800,7,0.00028
900,5,0.0002
1000,5,0.0002
1150,10,0.0004
