Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,1,2e-05
240,0,0
260,1,2e-05
280,1,2e-05
300,0,0
320,1,2e-05
340,1,2e-05
360,0,0
380,4,8e-05
400,2,4e-05
420,1,2e-05
440,3,6e-05
460,4,8e-05
480,3,6e-05
500,6,0.00012
520,5,0.0001
540,1,2e-05
560,3,6e-05
580,6,0.00012
600,10,0.0002
630,11,0.00022
660,12,0.00024
690,15,0.0003
720,20,0.0004
750,18,0.00036
780,25,0.0005
810,31,0.00062
840,26,0.00052
870,36,0.00072
900,69,0.00138
950,97,0.00194
1000,102,0.00204
1050,106,0.00212
1100,117,0.00234
1150,109,0.00218
1200,122,0.00244
1250,180,0.0036
1310,174,0.00348
1370,198,0.00396
1430,159,0.00318
1490,177,0.00354
1550,196,0.00392
1610,209,0.00418
1680,252,0.00504
1750,253,0.00506
1820,290,0.0058
1890,281,0.00562
1970,335,0.0067
2050,296,0.00592
