Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,0,0
190,0,0
200,3,6e-05
220,0,0
240,0,0
260,6,0.00012
280,6,0.00012
300,9,0.00018
320,7,0.00014
340,6,0.00012
360,12,0.00024
380,13,0.00026
400,24,0.00048
420,16,0.00032
440,19,0.00038
460,34,0.00068
480,34,0.00068
500,35,0.0007
520,40,0.0008
540,51,0.00102
560,52,0.00104
580,62,0.00124
600,105,0.0021
630,90,0.0018
660,94,0.00188
690,102,0.00204
720,119,0.00238
750,122,0.00244
780,123,0.00246
810,123,0.00246
840,106,0.00212
870,149,0.00298
900,238,0.00476
950,238,0.00476
1000,259,0.00518
1050,253,0.00506
1100,273,0.00546
1150,279,0.00558
1200,279,0.00558
1250,370,0.0074
1310,400,0.008
1370,430,0.0086
1430,416,0.00832
1490,420,0.0084
1550,463,0.00926
1610,548,0.01096
1680,574,0.01148
1750,594,0.01188
1820,547,0.01094
1890,651,0.01302
1970,689,0.01378
2050,636,0.01272
