Bin , nEvents , Efficiencies
152.41,906,0.03624
165.05,963,0.03852
178.75,946,0.03784
193.57,865,0.0346
209.63,784,0.03136
227.02,676,0.02704
245.86,661,0.02644
266.25,580,0.0232
288.34,500,0.02
312.26,471,0.01884
338.16,394,0.01576
366.21,349,0.01396
396.59,327,0.01308
429.49,248,0.00992
465.12,236,0.00944
503.71,194,0.00776
545.49,168,0.00672
590.74,129,0.00516
639.75,122,0.00488
692.82,71,0.00284
750.29,75,0.003
812.54,66,0.00264
879.94,58,0.00232
952.94,48,0.00192
1032,36,0.00144
1117.6,18,0.00072
1210.3,18,0.00072
1310.7,22,0.00088
1419.4,9,0.00036
1537.2,6,0.00024
1664.7,3,0.00012
1802.8,2,8e-05
1952.4,3,0.00012
2114.3,1,4e-05
2289.7,3,0.00012
2479.7,1,4e-05
