Bin , nEvents , Efficiencies
152.41,972,0.03888
165.05,948,0.03792
178.75,895,0.0358
193.57,842,0.03368
209.63,812,0.03248
227.02,776,0.03104
245.86,658,0.02632
266.25,561,0.02244
288.34,545,0.0218
312.26,501,0.02004
338.16,464,0.01856
366.21,358,0.01432
396.59,315,0.0126
429.49,299,0.01196
465.12,247,0.00988
503.71,166,0.00664
545.49,143,0.00572
590.74,128,0.00512
639.75,102,0.00408
692.82,95,0.0038
750.29,73,0.00292
812.54,57,0.00228
879.94,46,0.00184
952.94,38,0.00152
1032,36,0.00144
1117.6,25,0.001
1210.3,21,0.00084
1310.7,12,0.00048
1419.4,12,0.00048
1537.2,7,0.00028
1664.7,3,0.00012
1802.8,1,4e-05
1952.4,3,0.00012
2114.3,2,8e-05
2289.7,2,8e-05
2479.7,0,0
