Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,1,2e-05
240,1,2e-05
260,1,2e-05
280,0,0
300,1,2e-05
320,1,2e-05
340,1,2e-05
360,1,2e-05
380,2,4e-05
400,4,8e-05
420,1,2e-05
440,2,4e-05
460,4,8e-05
480,3,6e-05
500,3,6e-05
520,5,0.0001
540,4,8e-05
560,5,0.0001
580,6,0.00012
600,9,0.00018
630,13,0.00026
660,15,0.0003
690,9,0.00018
720,19,0.00038
750,23,0.00046
780,23,0.00046
810,35,0.0007
840,45,0.0009
870,42,0.00084
900,77,0.00154
950,81,0.00162
1000,93,0.00186
1050,100,0.002
1100,105,0.0021
1150,141,0.00282
1200,124,0.00248
1250,143,0.00286
1310,158,0.00316
1370,165,0.0033
1430,184,0.00368
1490,182,0.00364
1550,216,0.00432
1610,239,0.00478
1680,228,0.00456
1750,244,0.00488
1820,241,0.00482
1890,300,0.006
1970,297,0.00594
2050,288,0.00576
