Bin , nEvents , Efficiencies
150,169,0.00338
160,163,0.00326
170,169,0.00338
180,181,0.00362
190,173,0.00346
200,385,0.0077
220,398,0.00796
240,393,0.00786
260,424,0.00848
280,434,0.00868
300,427,0.00854
320,407,0.00814
340,399,0.00798
360,377,0.00754
380,399,0.00798
400,388,0.00776
420,368,0.00736
440,366,0.00732
460,397,0.00794
480,402,0.00804
500,363,0.00726
520,365,0.0073
540,375,0.0075
560,348,0.00696
580,334,0.00668
600,474,0.00948
630,480,0.0096
660,484,0.00968
690,454,0.00908
720,426,0.00852
750,434,0.00868
780,412,0.00824
810,420,0.0084
840,370,0.0074
870,373,0.00746
900,581,0.01162
950,502,0.01004
1000,496,0.00992
1050,488,0.00976
1100,465,0.0093
1150,396,0.00792
1200,411,0.00822
1250,419,0.00838
1310,393,0.00786
1370,368,0.00736
1430,339,0.00678
1490,335,0.0067
1550,268,0.00536
1610,325,0.0065
1680,282,0.00564
1750,263,0.00526
1820,232,0.00464
1890,224,0.00448
1970,216,0.00432
2050,191,0.00382
