Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,0,0
209.63,1,2e-05
227.02,0,0
245.86,0,0
266.25,3,6e-05
288.34,4,8e-05
312.26,3,6e-05
338.16,2,4e-05
366.21,3,6e-05
396.59,5,0.0001
429.49,7,0.00014
465.12,9,0.00018
503.71,20,0.0004
545.49,22,0.00044
590.74,30,0.0006
639.75,46,0.00092
692.82,55,0.0011
750.29,65,0.0013
812.54,80,0.0016
879.94,104,0.00208
952.94,150,0.003
1032,152,0.00304
1117.6,192,0.00384
1210.3,223,0.00446
1310.7,232,0.00464
1419.4,268,0.00536
1537.2,315,0.0063
1664.7,380,0.0076
1802.8,471,0.00942
1952.4,554,0.01108
2114.3,621,0.01242
2289.7,701,0.01402
2479.7,883,0.01766
