Bin , nEvents , Efficiencies
152.41,3,6e-05
165.05,4,8e-05
178.75,5,0.0001
193.57,5,0.0001
209.63,7,0.00014
227.02,6,0.00012
245.86,12,0.00024
266.25,10,0.0002
288.34,30,0.0006
312.26,22,0.00044
338.16,70,0.0014
366.21,70,0.0014
396.59,101,0.00202
429.49,125,0.0025
465.12,202,0.00404
503.71,243,0.00486
545.49,280,0.0056
590.74,320,0.0064
639.75,395,0.0079
692.82,425,0.0085
750.29,540,0.0108
812.54,629,0.01258
879.94,696,0.01392
952.94,876,0.01752
1032,1064,0.02128
1117.6,1148,0.02296
1210.3,1299,0.02598
1310.7,1538,0.03076
1419.4,1706,0.03412
1537.2,1900,0.038
1664.7,2069,0.04138
1802.8,2175,0.0435
1952.4,2099,0.04198
2114.3,2131,0.04262
2289.7,1912,0.03824
2479.7,1708,0.03416
