Bin , nEvents , Efficiencies
50,2,8e-05
100,2,8e-05
150,0,0
200,2,8e-05
250,4,0.00016
300,5,0.0002
350,4,0.00016
400,3,0.00012
500,1,4e-05
600,13,0.00052
