Bin , nEvents , Efficiencies
150,159,0.00318
160,148,0.00296
170,159,0.00318
180,175,0.0035
190,197,0.00394
200,413,0.00826
220,450,0.009
240,482,0.00964
260,496,0.00992
280,522,0.01044
300,559,0.01118
320,562,0.01124
340,556,0.01112
360,576,0.01152
380,581,0.01162
400,571,0.01142
420,549,0.01098
440,579,0.01158
460,595,0.0119
480,542,0.01084
500,593,0.01186
520,580,0.0116
540,577,0.01154
560,516,0.01032
580,505,0.0101
600,799,0.01598
630,743,0.01486
660,682,0.01364
690,615,0.0123
720,606,0.01212
750,550,0.011
780,522,0.01044
810,465,0.0093
840,488,0.00976
870,420,0.0084
900,656,0.01312
950,538,0.01076
1000,503,0.01006
1050,384,0.00768
1100,372,0.00744
1150,331,0.00662
1200,269,0.00538
1250,270,0.0054
1310,233,0.00466
1370,170,0.0034
1430,126,0.00252
1490,138,0.00276
1550,85,0.0017
1610,84,0.00168
1680,81,0.00162
1750,61,0.00122
1820,55,0.0011
1890,50,0.001
1970,29,0.00058
2050,29,0.00058
