Bin , nEvents , Efficiencies
150,23,0.00046
160,22,0.00044
170,26,0.00052
180,25,0.0005
190,38,0.00076
200,82,0.00164
220,97,0.00194
240,113,0.00226
260,127,0.00254
280,136,0.00272
300,128,0.00256
320,158,0.00316
340,196,0.00392
360,160,0.0032
380,192,0.00384
400,178,0.00356
420,220,0.0044
440,251,0.00502
460,232,0.00464
480,257,0.00514
500,224,0.00448
520,268,0.00536
540,244,0.00488
560,291,0.00582
580,258,0.00516
600,423,0.00846
630,461,0.00922
660,421,0.00842
690,431,0.00862
720,478,0.00956
750,503,0.01006
780,457,0.00914
810,509,0.01018
840,491,0.00982
870,485,0.0097
900,774,0.01548
950,758,0.01516
1000,845,0.0169
1050,789,0.01578
1100,740,0.0148
1150,715,0.0143
1200,630,0.0126
1250,797,0.01594
1310,752,0.01504
1370,724,0.01448
1430,669,0.01338
1490,626,0.01252
1550,545,0.0109
1610,602,0.01204
1680,540,0.0108
1750,512,0.01024
1820,424,0.00848
1890,488,0.00976
1970,408,0.00816
2050,317,0.00634
