Bin , nEvents , Efficiencies
150,999,0.01998
160,853,0.01706
170,839,0.01678
180,688,0.01376
190,653,0.01306
200,1127,0.02254
220,976,0.01952
240,806,0.01612
260,707,0.01414
280,646,0.01292
300,521,0.01042
320,459,0.00918
340,429,0.00858
360,386,0.00772
380,354,0.00708
400,307,0.00614
420,314,0.00628
440,227,0.00454
460,241,0.00482
480,219,0.00438
500,158,0.00316
520,181,0.00362
540,157,0.00314
560,140,0.0028
580,136,0.00272
600,177,0.00354
630,154,0.00308
660,144,0.00288
690,144,0.00288
720,111,0.00222
750,102,0.00204
780,102,0.00204
810,79,0.00158
840,91,0.00182
870,69,0.00138
900,91,0.00182
950,80,0.0016
1000,80,0.0016
1050,72,0.00144
1100,54,0.00108
1150,57,0.00114
1200,39,0.00078
1250,41,0.00082
1310,33,0.00066
1370,32,0.00064
1430,28,0.00056
1490,18,0.00036
1550,21,0.00042
1610,14,0.00028
1680,26,0.00052
1750,11,0.00022
1820,12,0.00024
1890,19,0.00038
1970,14,0.00028
2050,10,0.0002
