Bin , nEvents , Efficiencies
150,0,0
160,3,0.00012
170,3,0.00012
180,3,0.00012
190,2,8e-05
200,10,0.0004
220,14,0.00056
240,12,0.00048
260,15,0.0006
280,12,0.00048
300,15,0.0006
320,31,0.00124
340,24,0.00096
360,34,0.00136
380,33,0.00132
400,34,0.00136
420,49,0.00196
440,48,0.00192
460,51,0.00204
480,42,0.00168
500,39,0.00156
520,55,0.0022
540,47,0.00188
560,62,0.00248
580,57,0.00228
600,112,0.00448
630,83,0.00332
660,108,0.00432
690,126,0.00504
720,116,0.00464
750,117,0.00468
780,123,0.00492
810,108,0.00432
840,113,0.00452
870,130,0.0052
900,235,0.0094
950,202,0.00808
1000,222,0.00888
1050,208,0.00832
1100,216,0.00864
1150,209,0.00836
1200,229,0.00916
1250,261,0.01044
1310,282,0.01128
1370,294,0.01176
1430,286,0.01144
1490,323,0.01292
1550,319,0.01276
1610,364,0.01456
1680,328,0.01312
1750,309,0.01236
1820,293,0.01172
1890,375,0.015
1970,335,0.0134
2050,319,0.01276
